Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
3|3|CEPIS-CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE |CEPIS|CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Lima|Lima|LIMA|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.cepis.ops-oms.org| 4337
3|3|CEPIS-CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE |CEPIS|CEPIS|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Lima|Lima|LIMA|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.cepis.ops-oms.org| 4337
3|3|CEPIS-CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE |CEPIS|CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Lima|Lima|LIMA|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.cepis.ops-oms.org| 4337
3|3|CEPIS-CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE |CEPIS|CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Lima|Lima|LIMA|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.cepis.ops-oms.org| 4337
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina|Los Pinos 251, Urb. Camacho La Molina  |Los Pinos 251, Urb. Camacho La Molina|VILLA EL SALVADOR|LIMA|VILLA EL SALVADOR|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|  Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|LIMA|LIMA|Lima |Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|SAN AGUSTIN|San Agustin|San Agustin|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12    |Los Pinos 251, Urb. Camacho La Molina, Lima 12|TACNA|LIMA|Tacna|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS|Los Pinos 251, Urb. Camacho La Molina|Los Pinos 251, Urb. Camacho La Molina  |Los Pinos 251, Urb. Camacho La Molina|VILLA EL SALVADOR|LIMA|VILLA EL SALVADOR|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS|Los Pinos 251, Urb. Camacho La Molina, Lima 12|  Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|LIMA|LIMA|Lima |Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|SAN AGUSTIN|San Agustin|San Agustin|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12    |Los Pinos 251, Urb. Camacho La Molina, Lima 12|TACNA|LIMA|Tacna|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina|Los Pinos 251, Urb. Camacho La Molina  |Los Pinos 251, Urb. Camacho La Molina|VILLA EL SALVADOR|LIMA|VILLA EL SALVADOR|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|  Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|LIMA|LIMA|Lima |Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|SAN AGUSTIN|San Agustin|San Agustin|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12    |Los Pinos 251, Urb. Camacho La Molina, Lima 12|TACNA|LIMA|Tacna|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|Los Pinos 251, Urb. Camacho La Molina|Los Pinos 251, Urb. Camacho La Molina  |Los Pinos 251, Urb. Camacho La Molina|VILLA EL SALVADOR|LIMA|VILLA EL SALVADOR|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|Los Pinos 251, Urb. Camacho La Molina, Lima 12|  Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|LIMA|LIMA|Lima |Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12  |Los Pinos 251, Urb. Camacho La Molina, Lima 12|SAN AGUSTIN|San Agustin|San Agustin|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|Los Pinos 251, Urb. Camacho La Molina, Lima 12|Los Pinos 251, Urb. Camacho La Molina, Lima 12    |Los Pinos 251, Urb. Camacho La Molina, Lima 12|TACNA|LIMA|Tacna|Perú|Perú|(51-1) 319 - 5700|(51-1) 319 - 5700|||(51-1) 437- 3603||cepis@paho.org|cepis@paho.org|http://www.bvsde.ops-oms.org|
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|525 Twenty-third Street, N.W.|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|Washington|Washington|Washington|USA|USA|(202) 974-3000 |(202) 974-3000 |||(202) 974-3663|||||
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS|525 Twenty-third Street, N.W.|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|Washington|Washington|Washington|USA|USA|(202) 974-3000 |(202) 974-3000 |||(202) 974-3663|||||
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS_CENTRO PANAMERICANO  DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE|525 Twenty-third Street, N.W.|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|Washington|Washington|Washington|USA|USA|(202) 974-3000 |(202) 974-3000 |||(202) 974-3663|||||
3|3|CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS-CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES Y OPS_ORGANIZACION PANAMERICANA DE LA SALUD |CEPIS_CENTRO PANAMERICANO DE INGENIERIA SANITARIAS Y CIENCIAS AMBIENTALES|525 Twenty-third Street, N.W.|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America|Washington|Washington|Washington|USA|USA|(202) 974-3000 |(202) 974-3000 |||(202) 974-3663|||||
30||SECRETARIA DE VIVIENDA Y DESARROLLO|SECRETARIA DE VIVIENDA Y DESARROLLO||Diagonal 34  No.5-50 Bogotá D.C|  Diagonal 34  No.5-50 Bogotá D.C| Diagonal 34  No.5-50 Bogotá D.C|Bogotá|Bogota|Bogota|Colombia|Colombia|57-6200012  |57-6200012  |57- 8860012|57- 8860012|||despachogobernador@valledelcauca.gov.co|info@gtz.de |http://www.gtz.de|
303|303|GEA-GUYANA ENERGY AGENCY|GEA-GUYANA ENERGY AGENCY|GEA_GUYANA ENERGY AGENCY|295 Quamina Street South Cummingsburg, Georgetown|295 Quamina Street South Cummingsburg, Georgetown|295 Quamina Street South Cummingsburg, Georgetown  |Georgetown|Georgetown|Georgetown|Guyana|Guyana|(592)-226-0394|(592)-226-0394|(592)-226-6993 / 3719|(592)-226-6993 / 3719|(592)-226-5227|(592)-225-5694|ecgea@sdnp.org.gy / gnea@guyana.net.gy|ecgea@sdnp.org.gy / gnea@guyana.net.gy|www.sdnp.org.gy/gea|P.O. Box 903 
307||CRSCenter-Caribbean Reality Studies Center |CRSCenter-Caribbean Reality Studies Center |||||Paramaribo|Paramaribo||Suriname|No Disponible|||||||crscenter@crscenter.com|crscenter@crscenter.com|www.crscenter.com|
310|310|NEW ENGLAND Waste Systems| NEW ENGLAND Waste Systems|NEW ENGLAND Waste Systems|Vicente Cárdenas E5-26 n y Japón |Vicente Cárdenas E5-26 n y Japón     Edf. FED. Estefi Ofc 2N Estefi Ofc 2N   |Vicente Cárdenas E5-26 n y Japón |Quito|Quito|Quito|Ecuador|Ecuador|(011) 593 22 440 022 |(011) 593 22 440 022 |(011) 593 94 217 601 |(011) 593 94 217 601 |||newsec@interactive.net.ec |newsec@interactive.net.ec |http://newsusa.web.officelive.com/default.aspx|
311|311|FEDETA - FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|FEDETA  - FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|FEDETA_FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|Av. 12 de Octubre y Veintimilla,Edificio El Girón, Torre E, Ofic. 701|Av. 12 de Octubre y Veintimilla,Edificio El Girón, Torre E, Ofic. 701|Av. 12 de Octubre y Veintimilla,Edificio El Girón, Torre E, Ofic. 701|Quito|Quito|Quito|No Disponible|Ecuador|(+593) 2 2526-501|(+593) 2 2526-501||(+593) 2 2234-014|(+593) 2 2526-501||energia@fedeta.org|energia@fedeta.org|http://fedeta.org/|Apartado Postal: 17-03-233
311|311|FEDETA- FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|FEDETA -FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|FEDETA_FUNDACION ECUATORIANA DE TECNOLOGIA  APROPIADA|Prov. Sucumbíos : Comunidades de Sábalo: Yanallpa, Seguaya y Tangay.|Av. 12 de Octubre y Veintimilla   Edificio El Girón, Torre E, Ofic. 701   Apartado Postal: 17-03-233|Av. 12 de Octubre y Veintimilla   Edificio El Girón, Torre E, Ofic. 701 |Quito|Quito|Quito|Ecuador|Ecuador|(593-2) 2234-014, 2526-501|(+593) 2 2526-501|(+593) 2 2234-014||||energia@fedeta.org|energia@fedeta.org||Apartado Postal: 17-03-233
312||NREL -The National Renewable Energy Laboratory|NREL -The National Renewable Energy Laboratory||1617 Cole Boulevard, Golden, Colorado|1617 Cole Boulevard, Golden, Colorado|1617 Cole Boulevard, Golden, Colorado|DENVER|DENVER|DENVER|USA|USA|||||||||www.nrel.gov|
313|313|MINISTERIO DE ELECTRICIDAD Y ENERGIA RENOVABLE |EURO-SOLAR, Programa de Energía Renovable para el Desarrollo del Ecuador|MINISTERIO DE ELECTRICIDAD Y ENERGIA RENOVABLE|Edificio Correos del Ecuador. Av. Eloy Alfaro y 9 de Octubre. 6to piso|Edificio Correos del Ecuador. Av. Eloy Alfaro y 9 de Octubre. 6to piso|Edificio Correos del Ecuador. Av. Eloy Alfaro y 9 de Octubre. 6to piso|Quito|Quito|Quito|Ecuador|Ecuador|(593-2) 3976-000|593-2-2509866|593-2 3976-000||||info@mer.gov.ec |info@mer.gov.ec |www.mer.gov.ec|
314|314|FUNDACION NATURA|FUNDACION NATURA|FANDACION NATURA|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero||Quito|Uwints (comunidad Shuar)|Ecuador|Ecuador|(593-7) 2702-867|(593-2) 3317-457||(593-2) 3317-457|(593-2) 2272-863||natura@fnatura.org.ec|natura@fnatura.org.ec|http://www.fnatura.org|
314|314|FUNDACION NATURA|FUNDACION NATURA|FANDACION NATURA|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Quito|Quito|Quito|Ecuador|Ecuador|(593-7) 2702-867|(593-2) 3317-457||(593-2) 3317-457|(593-2) 2272-863||natura@fnatura.org.ec|natura@fnatura.org.ec|natura@fnatura.org.ec|
314|314|FUNDACION NATURA|FUNDACION NATURA|FUNDACION NATURA|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero||Quito|Uwints (comunidad Shuar)|Ecuador|Ecuador|(593-7) 2702-867|(593-2) 3317-457||(593-2) 3317-457|(593-2) 2272-863||natura@fnatura.org.ec|natura@fnatura.org.ec|http://www.fnatura.org|
314|314|FUNDACION NATURA|FUNDACION NATURA|FUNDACION NATURA|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Elia Liut N45-10 y Telégrafo Primero|Quito|Quito|Quito|Ecuador|Ecuador|(593-7) 2702-867|(593-2) 3317-457||(593-2) 3317-457|(593-2) 2272-863||natura@fnatura.org.ec|natura@fnatura.org.ec|natura@fnatura.org.ec|
316|316|GOBIERNO PROVINCIAL DE MORONA SANTIAGO|GOBIERNO PROVINCIAL DE MORONA SANTIAGO|GOBIERNO PROVINCIAL DE MORONA SANTIAGO|Prov. Morona Santiago, Cantón Taisha, Parroquia Tutinentza|Calle 24 de Masyo y Bolivar|Calle 24 de Masyo y Bolivar|Quito|Quito|Quito|Ecuador|Ecuador|(593-7) 2700-116|(07) 2 700 116|(07) 2 700 430|(593-7) 702-492|||hugorq@yahoo.com.|hugorq@yahoo.com.|http://www.moronasantiago.gov.ec|
34||ASOCIACION INTERAMERICANA DE INGENIERIA SANITARIA Y AMBIENTAL - AIDIS|AIDIS - Asociación Interamericana de Ingeniería Sanitaria y Ambiental.Sede Permanente Abel Wolman||Av. Angélica 2355 A13 Conj 132. Consolação 01227-200|Av. Angélica 2355 A13 Conj 132. Consolação 01227-200      |Av. Angélica 2355 A13 Conj 132. Consolação 01227-200|São Paulo|São Paulo, SP  |São Paulo|Brasil|Brasil|(55-11) 3812-4080 |(55-11) 3812-4080|||(55-11) 3814-2441 ||aidis@aidis.org.br|aidis@aidis.org.br|www.aidis.org.br|
4|4|UNESCO|UNESCO|UNESCO|7, place de Fontenoy 75352 París 07 SP |7, place de Fontenoy 75352 París 07 SP |7, place de Fontenoy 75352 París 07 SP |SANTO DOMINGO|PARIS|PARIS|Francia|Francia|33 (0)1 45 68 10 00|33 (0)1 45 68 10 00 |||33 (0)1 45 67 16 90 ||bpi@unesco.org|bpi@unesco.org|www.unesco.org |
4|4|UNESCO|UNESCO|UNESCO - PROGRAMA INDIVIDUAL PARA EL DESARROLLO MUNDIAL (PIDEM)|7, place de Fontenoy 75352 París 07 SP |7, place de Fontenoy 75352 París 07 SP |7, place de Fontenoy 75352 París 07 SP |SANTO DOMINGO|PARIS|PARIS|Francia|Francia|33 (0)1 45 68 10 00|33 (0)1 45 68 10 00 |||33 (0)1 45 67 16 90 ||bpi@unesco.org|bpi@unesco.org|www.unesco.org |
40|40|Dirección General de Hidrocarburos Ministerio de Energía y Minas Perú|Dirección General de Hidrocarburos Ministerio de Energía y Minas Perú|Dirección General de Hidrocarburos Ministerio de Energía y Minas Perú|Av. Las Artes Sur 260 San Borja|Av. Las Artes Sur 260 San Borja|Av. Las Artes Sur 260 San Borja|Lima|Lima|Lima|Perú|Perú|(51) (1) 6188700 |(51) (1) 6188700 |||||agarrido@minem.gob.pe, webmaster@minem.gob.pe|webmaster@minem.gob.pe|http://www.minem.gob.pe|
41|41|OXFAM |OXFAM|OXFAM|226 Causeway Street  5th Floor  Boston 02114-2206   |226 Causeway Street  5th Floor  Boston 02114-2206   |226 Causeway Street  5th Floor  Boston 02114-2206   |Massachusetts |Massachusetts |Massachusetts |USA|USA|1 617 482 1211 |1 617 482 1211 |||+64 9 355 6505 ||oxfam@oxfam.org.nz |oxfam@oxfam.org.nz |http://www.oxfam.org|
56|56|OPS/OMS - Organización Panamericana y Organización Mundial de la Salud|OPS/OMS - Organización Panamericana y Organización Mundial de la Salud|OPS- Organización Panamericana de la Salud-|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|La Paz|La Paz|La Paz|Bolivia|Bolivia|591-2/ 36.26.46|591-2/ 36.26.46|591-2/ 36.79.31|591-2/ 36.79.31|591-2/ 39.12.96|||||Casillas de Correo 9790, 2504 y 14005
56|56|OPS/OMS - Organización Panamericana y Organización Mundial de la Salud|OPS/OMS - Organización Panamericana y Organización Mundial de la Salud|OPS_ORGANIZACION PANAMERICANA DE LA SALUD|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|Edificio FONCOMON Mezanine of. 4A, Avenida 20 de octubre No. 2038|La Paz|La Paz|La Paz|Bolivia|Bolivia|591-2/ 36.26.46|591-2/ 36.26.46|591-2/ 36.79.31|591-2/ 36.79.31|591-2/ 39.12.96|||||Casillas de Correo 9790, 2504 y 14005
57|57|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Santa Fe de Bogotá, D.C.|Santa Fé de Bogotá, D.C., (Departamento de Cundinamarca)|Santa Fé de Bogotá, D.C., (Departamento de Cundinamarca)|Colombia|Colombia|57-1/ 336.83.98|57-1/ 336.83.98|57-1/ 336.84.46|57-1/ 336. 84.46|57-1/ 612.11.43||jbernal@sias.60v.co|jbernal@sias.60v.co||
57|57|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|PNUD - Programa de Naciones Unidas para el Desarrollo; Ministerio de Desarrollo|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Parque Central Bavaria, Carrera 13A, #28-38, Piso 2, Ofic. 223|Santa Fe de Bogotá, D.C., (Departamento de Cundinamarca)|Santa Fé de Bogotá, D.C., (Departamento de Cundinamarca)|Bogotá|Colombia|Colombia|57-1/ 336.83.98|57-1/ 336.83.98|57-1/ 336.84.46|57-1/ 336. 84.46|57-1/ 612.11.43||jbernal@sias.60v.co|jbernal@sias.60v.co||
